"OPTIONSET","UDC_PRODUCT_GROUP","LOC","ENDDATE","PROJECTED_OH","SIMULATION_NAME"
"SNOP_BATCH_STORE_SKU_PROJ","GI","1214","30-JUN-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","CRAN","1043","14-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HR","D1481","07-APR-25","446.85","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HRGI_SCRAP","1018","31-MAR-25","6.63","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","TIN","1591","14-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PPGL_SECOND","1019","30-JUN-25","20.38","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GL","1451","30-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","SCRAP_LOSS","1018","07-APR-25","2983.74","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","LRPC","GJ01","28-FEB-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HTWRC","D1455","21-APR-25","29.84","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PPGI_SCRAP","1036","31-MAR-25","1.14","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","CRCA","BR01","21-MAR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","WR - AL","HR01","21-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","CRAN_SECOND","1014","30-APR-25","258.41","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","RCS","AP01","21-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","TMT","MP01","30-JUN-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PRB_BLM","HR01","21-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GI","1568","30-JUN-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","DRI","1061","21-MAR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","TMBP_SECOND","1043","07-MAY-25",".08","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","CRFH_DIVERSION","1037","07-MAY-25","3.22","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GL","1441","30-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HRCTL","1007","31-MAY-25","24.63","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HEX","1445","21-MAR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PPGL","1613","14-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","MGP","1007","14-MAY-25","2893.52","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","TMT-CF","1445","30-JUN-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PPGL_DIVERSION","1043","21-APR-25","1.7","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GL","MX03","07-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","AS CAST BLOOMS","1201","21-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PPGL","D1555","14-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","CRCA","1219","21-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HTWRC","MH02","30-JUN-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","NOFP","MH01","07-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","WR - L","MH04","14-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","WR - L","1232","30-JUN-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PPGL","AP02","21-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GBAL","AP02","30-JUN-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HRPO","1202","30-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","TIN","OR01","30-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","TMT","D1440","30-APR-25","4.41","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","AS CAST ROUNDS","DL01","30-JUN-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PPGL_SCRAP","1001","07-MAR-25","10.54","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GI","1455","14-MAY-25","2.81","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GI","1613","28-FEB-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GI","1541","30-JUN-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","CRFH","1037","07-MAR-25","2236.9","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HRCTL_NCOPI","PB01","30-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PRB_BLM","AP02","30-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","WR - L","1445","28-FEB-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GL_SECOND","1014","14-APR-25","1029.29","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","NCO_BLOOM","1078","28-FEB-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HRCTL","D1491","07-MAR-25","4.02","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","CRCA","KA02","14-MAR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HTPRB_BLM","KA01","30-JUN-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","NOSP","RJ01","31-MAR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HR_NCOPI","TN04","14-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PPGL","OR01","07-MAR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HRCTL","1465","30-JUN-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GI","1414","14-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HTWRC","D1418","30-JUN-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","BS","D1422","30-APR-25","6.49","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PPGI","D1551","14-MAY-25",".65","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","CRCA","1228","14-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","WR - AL","1219","31-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PPGI","1281","21-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PPGI","CG01","14-MAR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PRB_BRM","CG01","21-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PPGI_SECOND","1036","21-MAR-25",".75","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","TMT","TN01","21-APR-25","162.11","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PPGI","UP01","30-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GL","MX02","07-MAR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","SLAB","1202","14-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","TIN","1014","07-MAR-25","6880.18","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PICKLING_LOSS","1013","21-MAR-25","492.65","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GI","KA02","21-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GI","UP02","14-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GI_SECOND","1036","14-MAR-25","42.28","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GI","MH01","14-MAR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HR","1440","14-MAR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HR","D1202","14-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GL","1522","14-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GLP","1566","07-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HRCTL","RJ01","14-MAR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","LPF","GJ01","21-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","NOFP","D1455","07-APR-25","1.29","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","NOFP","DL01","31-MAR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PPGI","D1037","31-MAY-25","45.87","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PPGL","D1480","07-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PRB_BLM","WB01","21-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HR_NCOPI","CG01","30-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HR_NCOPI","MH01","14-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GBAL","MH01","31-MAR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","AS CAST ROUNDS","MH02","14-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","TIN","1568","07-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GBAL","1001","21-APR-25","2968.74","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","TMT","MH05","07-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PRB_BRM","TN02","30-JUN-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","CRFH","AP02","30-JUN-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GI","RJ01","14-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GI","D1551","07-MAR-25","356.59","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","LPF","1445","07-MAR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GL","GJ01","14-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HRGI","GJ01","31-MAR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HRGI","1018","21-MAR-25","1177.28","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PPGL","1018","14-APR-25","10369.01","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PPGI","1018","28-FEB-25","25.07","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","NOFP","MH01","14-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GBAL","MH02","30-JUN-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HR_NCOPI","MH04","31-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","ZM","MH02","14-MAR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PPGL","UP02","31-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GA_SECOND","1001","28-FEB-25","50.73","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","NOFP","1422","30-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HRPO","1422","31-MAR-25","35.61","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PPGI","HR01","21-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","ZM","KA01","14-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PPGI","AS01","07-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","TMT","D1483","30-APR-25",".22","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HRPO","MX03","31-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HTPRB_BLM","1002","28-FEB-25","259.42","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","AS CAST BLOOMS","1235","07-APR-25","827.98","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PPGI","1001","28-FEB-25","16.58","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HR_SECOND","1013","14-APR-25","88.78","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GI","1568","28-FEB-25","37.77","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HRCTL_NCOPI","KA03","31-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","WR - AL","1418","14-MAY-25","11.11","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GL_SECOND","1014","14-MAR-25","440.27","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HRPO","D1566","21-APR-25","300.55","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","CRCA","1451","07-MAR-25","249.63","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HRGI","1613","14-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GI_SECOND","1037","30-JUN-25","569.65","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PICKLING_LOSS","1037","21-MAY-25","63.38","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","SCRAP_LOSS","1018","07-MAY-25","5042.52","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PRB_BRM","RJ02","14-MAR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PPGI","OR01","21-MAR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HRGI","AP02","21-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PPGL","D1521","07-MAY-25","110.43","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HR","UP02","30-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","TMT","MH01","14-MAR-25","151","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","TFS","PB01","07-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HTWRC","MH04","14-MAR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HTWRC","MH04","31-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PRB_BRM","CG01","14-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GA_DIVERSION","1001","14-MAR-25","1701.66","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","NOSP","1422","28-FEB-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","NOFP","1486","31-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","ZM","AP01","21-MAR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","TIN","MP01","21-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PRB_BRM","KA01","21-MAR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GBAL","1232","14-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","NOFP","1441","31-MAR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PPGI","MP01","07-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","WR - AL","D1441","14-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","TIN","OR01","07-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","WR - L","D1440","07-APR-25","9.45","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","WR - L","D1440","21-MAY-25","9.45","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GI","1593","21-APR-25","40.4","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HRTE_NCOPI","RJ01","14-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","CRCA","1551","14-MAR-25","46","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","TMT","1451","07-APR-25","681.87","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HRGI","TN01","28-FEB-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GL","DL01","28-FEB-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GL","D1592","21-MAR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PPGI_SECOND","1037","31-MAY-25","29.99","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PRB_BRM","D1468","31-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","TMT","MH04","31-MAR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","WR - L","CG01","07-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","TIN","1541","30-JUN-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","ZM","UP01","30-JUN-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PPGL_DIVERSION","1566","30-APR-25","200.61","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","NOSP","HR01","28-FEB-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PRB_BLM","HR01","07-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PRB_BLM","1202","31-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PPGL","AS01","14-MAR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","ZM","D1013","21-APR-25","9.9","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HRPO","MX03","07-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","RCS","1002","21-MAR-25","3267.71","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GI","AP02","21-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GA","1481","14-MAR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GI","MH05","14-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","CRFH","1201","21-MAR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GL","KA03","30-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","WR - L","1418","21-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","TMT","1414","31-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","WR - L","1483","14-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","CRAN","1043","07-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HRGI","1018","14-MAR-25","1607.78","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","MGP","1007","07-MAR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HRCTL","D1422","21-MAY-25","53.96","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","TIN","KA03","21-MAR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GBAL","MH01","14-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PPGI","KA03","07-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HR","1455","07-MAR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HTWRC","1422","07-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","AS CAST BILLETS","KA02","30-JUN-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","TIN","D1565","21-MAY-25","1.46","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GI","1569","21-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GI","1478","30-APR-25","5.82","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","TMT","1483","21-MAR-25","1868","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HRPO","GJ01","21-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","CRCA","CH01","21-MAR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","CRCA","MP01","21-MAR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HRPO","D1043","30-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HR","D1043","21-APR-25","93.14","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HRPO","1456","21-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GL_DIVERSION","1566","31-MAY-25","360.9","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GL_SCRAP","1566","14-MAR-25","222.14","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","GL","1018","31-MAY-25",".01","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HRCTL","TN01","21-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HRCTL","JW07","28-FEB-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HR_SIDESLIT","1037","31-MAR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HRGI","1555","07-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HRPO","1036","21-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HR","KA03","14-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PPGL","1455","30-JUN-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PRB_BLM","1232","30-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PPGL_SCRAP","1566","30-APR-25","601.83","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PRB_BLM","UP01","21-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","AS CAST BILLETS","KA02","07-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","TMT-CF","D1483","14-MAY-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PPGI_SECOND","1014","30-APR-25","76.56","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","PPGL","1001","28-FEB-25","5122.87","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","HRPO","1488","21-APR-25","0","MONTHLY_MAX_PROFIT"
"SNOP_BATCH_STORE_SKU_PROJ","TMT","1418","14-APR-25","36","MONTHLY_MAX_PROFIT"
