SIMULATION_NAME,PRODUCT_GRP,SEGMNT,TOTAL_CUST_ORDER,TOT_CUSTORDER_ALLOCATION,TOT_FORCAST_ORDER,TOT_FCSTORDER_ALLOCATION,TOTAL_ORDER,TOTAL_ALLOCATION,MONTH,PRIORITY,UDC_SEGMENT
MONTHLY_MAX_DEMSAT,HR,RE_DOMESTIC,0,0,14121,14099,14121,14099,01-Feb-25,11,STP
MONTHLY_MAX_DEMSAT,HR,OTHERS,4931.125,4931.099976,0,0,4931.125,4931.099976,01-Feb-25,60,OTHERS
MONTHLY_MAX_DEMSAT,RCS,MS_DOMESTIC,0,0,14,14,14,14,01-Feb-25,11,STP
MONTHLY_MAX_DEMSAT,CRCA,MS_DOMESTIC,106.05,106.049999,0,0,106.05,106.049999,01-Feb-25,4,FOC
MONTHLY_MAX_DEMSAT,CRCA,OE_DOMESTIC,0,0,6583,6060.999998,6583,6060.999998,01-Feb-25,10,STP
MONTHLY_MAX_DEMSAT,HRGI,RE_DOMESTIC,18.66,0,0,0,18.66,0,01-Feb-25,-1,EMG
MONTHLY_MAX_DEMSAT,HRPO,OE_DOMESTIC,586.04,0,0,0,586.04,0,01-Feb-25,-1,STR
MONTHLY_MAX_DEMSAT,NOFP,MS_DOMESTIC,44.08,44.080001,0,0,44.08,44.080001,01-Feb-25,2,PRY
MONTHLY_MAX_DEMSAT,PPGI,OE_DOMESTIC,70,0,0,0,70,0,01-Feb-25,-1,EMG
MONTHLY_MAX_DEMSAT,PPGL,MS_DOMESTIC,155.77,95.770001,0,0,155.77,95.770001,01-Feb-25,2,EMG
MONTHLY_MAX_DEMSAT,HTWRC,OE_DOMESTIC,304.95,304.949995,0,0,304.95,304.949995,01-Feb-25,2,STR
MONTHLY_MAX_DEMSAT,PRB_BLM,OE_DOMESTIC,1318.13,1318.129983,0,0,1318.13,1318.129983,01-Feb-25,4,STP
MONTHLY_MAX_DEMSAT,PRB_BLM,RE_DOMESTIC,265,0,0,0,265,0,01-Feb-25,-1,STP
MONTHLY_MAX_DEMSAT,HTPRB_BRM,OE_DOMESTIC,0,0,6,6,6,6,01-Feb-25,8,EMG
MONTHLY_MAX_DEMSAT,HR,OE_DOMESTIC,1918.05,1918.049999,0,0,1918.05,1918.049999,01-Mar-25,24,STR
MONTHLY_MAX_DEMSAT,HRGI,OE_DOMESTIC,0,0,165,165,165,165,01-Mar-25,34,EMG
MONTHLY_MAX_DEMSAT,HRGI,MS_DOMESTIC,0,0,23,23,23,23,01-Mar-25,34,FOC
MONTHLY_MAX_DEMSAT,PRB_BRM,RE_DOMESTIC,0,0,257,257,257,257,01-Mar-25,36,EMG
MONTHLY_MAX_DEMSAT,WR - AL,OE_DOMESTIC,0,0,540,540,540,540,01-Mar-25,2000,STP
MONTHLY_MAX_DEMSAT,GI,MS_DOMESTIC,0,0,2922,2914,2922,2914,01-Apr-25,47,STR
MONTHLY_MAX_DEMSAT,GI,OE_DOMESTIC,0,0,19874,19445,19874,19445,01-Apr-25,47,STR
MONTHLY_MAX_DEMSAT,RCS,OE_DOMESTIC,0,0,34,34,34,34,01-Apr-25,49,STP
MONTHLY_MAX_DEMSAT,HRGI,RE_DOMESTIC,0,0,2122,2110,2122,2110,01-Apr-25,47,PRY
MONTHLY_MAX_DEMSAT,HRCTL,OE_DOMESTIC,75,0,0,0,75,0,01-Apr-25,-1,STP
MONTHLY_MAX_DEMSAT,WR - L,DE_DOMESTIC,0,0,441,441,441,441,01-Apr-25,49,EMG
MONTHLY_MAX_DEMSAT,PRB_BLM,SA_DOMESTIC,0,0,63,63,63,63,01-Apr-25,2000,PRY
MONTHLY_MAX_DEMSAT,GI,OE_DOMESTIC,0,0,89,89,89,89,01-May-25,2000,STP
MONTHLY_MAX_DEMSAT,RCS,RE_DOMESTIC,0,0,5,5,5,5,01-May-25,58,EMG
MONTHLY_MAX_DEMSAT,RCS,OE_DOMESTIC,0,0,35,35,35,35,01-May-25,58,STP
MONTHLY_MAX_DEMSAT,TIN,RE_DOMESTIC,0,0,5,5,5,5,01-May-25,2000,EMG
MONTHLY_MAX_DEMSAT,TMT,DE_DOMESTIC,0,0,327,327,327,327,01-May-25,58,FOC
MONTHLY_MAX_DEMSAT,HRPO,RE_DOMESTIC,0,0,2453,2445,2453,2445,01-May-25,58,FOC
MONTHLY_MAX_DEMSAT,HRPO,OE_DOMESTIC,0,0,4178,3717,4178,3717,01-May-25,58,STP
MONTHLY_MAX_DEMSAT,WR - L,OE_DOMESTIC,0,0,14935,14935,14935,14935,01-May-25,58,STR
MONTHLY_MAX_DEMSAT,WR - AL,MS_DOMESTIC,0,0,77,77,77,77,01-May-25,58,PRY
MONTHLY_MAX_DEMSAT,GI,OE_EXPORTS,50,50,0,0,50,50,01-Feb-25,2500,EMG
MONTHLY_MAX_DEMSAT,GI,RE_DOMESTIC,0,0,15915,14604,15915,14604,01-Feb-25,9,PRY
MONTHLY_MAX_DEMSAT,GL,OE_DOMESTIC,0,0,8689,8162.999998,8689,8162.999998,01-Feb-25,9,STP
MONTHLY_MAX_DEMSAT,TIN,MS_DOMESTIC,0,0,400,398.9999,400,398.9999,01-Feb-25,2000,EMG
MONTHLY_MAX_DEMSAT,TIN,MS_DOMESTIC,211.64,211.639999,0,0,211.64,211.639999,01-Feb-25,2500,FOC
MONTHLY_MAX_DEMSAT,HRPO,SA_DOMESTIC,1990,0,0,0,1990,0,01-Feb-25,-1,STP
MONTHLY_MAX_DEMSAT,PPGL,OE_DOMESTIC,40,0,0,0,40,0,01-Feb-25,-1,PRY
MONTHLY_MAX_DEMSAT,HRCTL,DE_DOMESTIC,0,0,121,121,121,121,01-Feb-25,11,EMG
MONTHLY_MAX_DEMSAT,HRCTL,RE_DOMESTIC,0,0,1844,1822,1844,1822,01-Feb-25,11,PRY
MONTHLY_MAX_DEMSAT,WR - L,MS_DOMESTIC,169.81,169.809999,0,0,169.81,169.809999,01-Feb-25,4,STP
MONTHLY_MAX_DEMSAT,PRB_BLM,RE_DOMESTIC,0,0,120,120,120,120,01-Feb-25,11,PRY
MONTHLY_MAX_DEMSAT,PRB_BRM,MS_DOMESTIC,0,0,7,7,7,7,01-Feb-25,11,EMG
MONTHLY_MAX_DEMSAT,PRB_BRM,SA_DOMESTIC,3439.15,3439.150005,0,0,3439.15,3439.150005,01-Feb-25,2500,STR
MONTHLY_MAX_DEMSAT,AS CAST ROUNDS,OE_DOMESTIC,0,0,1686,1686,1686,1686,01-Feb-25,2000,STP
MONTHLY_MAX_DEMSAT,GI,MS_DOMESTIC,375,0,0,0,375,0,01-Mar-25,-1,EMG
MONTHLY_MAX_DEMSAT,HR,SA_DOMESTIC,150,150,0,0,150,150,01-Mar-25,2500,STP
MONTHLY_MAX_DEMSAT,ZM,OE_DOMESTIC,0,0,167,141,167,141,01-Mar-25,33,FOC
MONTHLY_MAX_DEMSAT,TFS,MS_DOMESTIC,0,0,65,65,65,65,01-Mar-25,2000,EMG
MONTHLY_MAX_DEMSAT,CRCA,RE_DOMESTIC,0,0,16658,16658,16658,16658,01-Mar-25,35,STR
MONTHLY_MAX_DEMSAT,NOSP,OE_DOMESTIC,0,0,1783,1783,1783,1783,01-Mar-25,33,STR
MONTHLY_MAX_DEMSAT,PPGI,MS_DOMESTIC,0,0,159,159,159,159,01-Mar-25,33,STP
MONTHLY_MAX_DEMSAT,HTPRB_BRM,SA_DOMESTIC,0,0,31,31,31,31,01-Mar-25,2000,FOC
MONTHLY_MAX_DEMSAT,GI,MS_DOMESTIC,0,0,1196,1196,1196,1196,01-Apr-25,47,PRY
MONTHLY_MAX_DEMSAT,CRCA,DE_DOMESTIC,0,0,73,73,73,73,01-Apr-25,48,EMG
MONTHLY_MAX_DEMSAT,AS CAST BLOOMS,OE_DOMESTIC,0,0,8,8,8,8,01-Apr-25,2000,EMG
MONTHLY_MAX_DEMSAT,GI,MS_DOMESTIC,0,0,3274,3195,3274,3195,01-May-25,58,STR
MONTHLY_MAX_DEMSAT,TMT,OE_DOMESTIC,0,0,23366,23339,23366,23339,01-May-25,58,PRY
MONTHLY_MAX_DEMSAT,TMT,MS_DOMESTIC,0,0,2506,2506,2506,2506,01-May-25,58,STP
MONTHLY_MAX_DEMSAT,NOFP,OE_DOMESTIC,0,0,44,44,44,44,01-May-25,58,FOC
MONTHLY_MAX_DEMSAT,PRB_BRM,SA_DOMESTIC,0,0,250,250,250,250,01-May-25,2000,FOC
MONTHLY_MAX_DEMSAT,GA,SA_DOMESTIC,0,0,17,17,17,17,01-Feb-25,2000,FOC
MONTHLY_MAX_DEMSAT,GI,SA_DOMESTIC,120,120,0,0,120,120,01-Feb-25,3,PRY
MONTHLY_MAX_DEMSAT,GL,OE_EXPORTS,1897.09,1797.09,0,0,1897.09,1797.09,01-Feb-25,2500,STP
MONTHLY_MAX_DEMSAT,GL,OE_DOMESTIC,6304.23,6292.229993,0,0,6304.23,6292.229993,01-Feb-25,3,STP
MONTHLY_MAX_DEMSAT,TMT,OE_DOMESTIC,0,0,20805,20779,20805,20779,01-Feb-25,12,PRY
MONTHLY_MAX_DEMSAT,CRCA,SA_DOMESTIC,0,0,7258,6663.2,7258,6663.2,01-Feb-25,2000,STP
MONTHLY_MAX_DEMSAT,HRPO,MS_DOMESTIC,1093.97,1068.970002,0,0,1093.97,1068.970002,01-Feb-25,4,STP
MONTHLY_MAX_DEMSAT,NOSP,OE_DOMESTIC,0,0,22,22,22,22,01-Feb-25,8,FOC
MONTHLY_MAX_DEMSAT,NOSP,MS_DOMESTIC,1455.75,1455.750002,0,0,1455.75,1455.750002,01-Feb-25,2,STR
MONTHLY_MAX_DEMSAT,PPGI,OE_DOMESTIC,0,0,1,1,1,1,01-Feb-25,2000,FOC
MONTHLY_MAX_DEMSAT,PPGL,OE_DOMESTIC,136.13,136.130001,0,0,136.13,136.130001,01-Feb-25,2,FOC
MONTHLY_MAX_DEMSAT,WR - L,OE_DOMESTIC,3045.04,3045.040002,0,0,3045.04,3045.040002,01-Feb-25,4,STP
MONTHLY_MAX_DEMSAT,PRB_BLM,RE_DOMESTIC,0,0,376,376,376,376,01-Feb-25,11,EMG
MONTHLY_MAX_DEMSAT,PRB_BLM,OE_DOMESTIC,190,190,0,0,190,190,01-Feb-25,4,PRY
MONTHLY_MAX_DEMSAT,WR - AL,RE_DOMESTIC,0,0,449,441,449,441,01-Feb-25,11,STR
MONTHLY_MAX_DEMSAT,GL,OE_DOMESTIC,133,133,0,0,133,133,01-Mar-25,22,EMG
MONTHLY_MAX_DEMSAT,GL,OE_DOMESTIC,0,0,2515,2515,2515,2515,01-Mar-25,34,PRY
MONTHLY_MAX_DEMSAT,TIN,MS_DOMESTIC,0,0,301,301,301,301,01-Mar-25,2000,STR
MONTHLY_MAX_DEMSAT,CRCA,SA_DOMESTIC,0,0,3140,3132,3140,3132,01-Mar-25,2000,PRY
MONTHLY_MAX_DEMSAT,HRPO,RE_DOMESTIC,0,0,2201,2193,2201,2193,01-Mar-25,35,FOC
MONTHLY_MAX_DEMSAT,NOFP,OE_DOMESTIC,0,0,3396,3307,3396,3307,01-Mar-25,33,STP
MONTHLY_MAX_DEMSAT,HRCTL,SA_DOMESTIC,60,60,0,0,60,60,01-Mar-25,2500,STR
MONTHLY_MAX_DEMSAT,TMT-CF,OE_DOMESTIC,0,0,80,80,80,80,01-Mar-25,37,EMG
MONTHLY_MAX_DEMSAT,WR - L,SA_DOMESTIC,0,0,8,8,8,8,01-Mar-25,2000,EMG
MONTHLY_MAX_DEMSAT,WR - L,MS_DOMESTIC,0,0,2714,2714,2714,2714,01-Mar-25,36,FOC
MONTHLY_MAX_DEMSAT,HTPRB_BLM,SA_DOMESTIC,0,0,9,9,9,9,01-Mar-25,2000,FOC
MONTHLY_MAX_DEMSAT,RCS,OE_DOMESTIC,0,0,228,205,228,205,01-Apr-25,49,STR
MONTHLY_MAX_DEMSAT,PPGI,MS_DOMESTIC,0,0,270,270,270,270,01-Apr-25,46,STP
MONTHLY_MAX_DEMSAT,HRCTL,MS_DOMESTIC,0,0,625,587,625,587,01-Apr-25,50,EMG
MONTHLY_MAX_DEMSAT,HRCTL,OE_DOMESTIC,0,0,3177,3151,3177,3151,01-Apr-25,49,PRY
MONTHLY_MAX_DEMSAT,TMT-CF,RE_DOMESTIC,0,0,39,39,39,39,01-May-25,58,STP
MONTHLY_MAX_DEMSAT,GI,RE_DOMESTIC,81.28,81.279999,0,0,81.28,81.279999,01-Feb-25,3,EMG
MONTHLY_MAX_DEMSAT,GI,RE_DOMESTIC,2496.71,1688.229305,0,0,2496.71,1688.229305,01-Feb-25,3,FOC
MONTHLY_MAX_DEMSAT,GL,MS_DOMESTIC,17,0,0,0,17,0,01-Feb-25,-1,FOC
MONTHLY_MAX_DEMSAT,HR,RE_DOMESTIC,0,0,6892,6892,6892,6892,01-Feb-25,11,EMG
MONTHLY_MAX_DEMSAT,HR,SA_DOMESTIC,0,0,229,116,229,116,01-Feb-25,2000,EMG
MONTHLY_MAX_DEMSAT,CRCA,RE_DOMESTIC,4925.13,4925.129999,0,0,4925.13,4925.129999,01-Feb-25,4,PRY
MONTHLY_MAX_DEMSAT,CRCA,OE_DOMESTIC,117.56,0,0,0,117.56,0,01-Feb-25,-1,STR
MONTHLY_MAX_DEMSAT,HRPO,OE_DOMESTIC,4171.89,3301.89001,0,0,4171.89,3301.89001,01-Feb-25,4,STP
MONTHLY_MAX_DEMSAT,PRB_BLM,RE_DOMESTIC,71.07,0,0,0,71.07,0,01-Feb-25,-1,EMG
MONTHLY_MAX_DEMSAT,PRB_BLM,RE_DOMESTIC,460,460,0,0,460,460,01-Feb-25,4,STP
MONTHLY_MAX_DEMSAT,PRB_BLM,OE_DOMESTIC,1275.01,1275.009995,0,0,1275.01,1275.009995,01-Feb-25,4,STR
MONTHLY_MAX_DEMSAT,AS CAST BILLETS,OE_DOMESTIC,2210.25,2210.250005,0,0,2210.25,2210.250005,01-Feb-25,7,STP
MONTHLY_MAX_DEMSAT,HR,OE_DOMESTIC,0,0,2095,2072,2095,2072,01-Mar-25,36,FOC
MONTHLY_MAX_DEMSAT,TIN,OE_DOMESTIC,183,183,0,0,183,183,01-Mar-25,2500,PRY
MONTHLY_MAX_DEMSAT,PPGI,RE_DOMESTIC,0,0,13,13,13,13,01-Mar-25,33,STP
MONTHLY_MAX_DEMSAT,TMBP,MS_DOMESTIC,0,0,31,26,31,26,01-Mar-25,36,EMG
MONTHLY_MAX_DEMSAT,HRCTL,OE_DOMESTIC,2069,2069,0,0,2069,2069,01-Mar-25,24,EMG
MONTHLY_MAX_DEMSAT,TMT-CF,RE_DOMESTIC,0,0,35,35,35,35,01-Mar-25,37,STP
MONTHLY_MAX_DEMSAT,WR - AL,RE_DOMESTIC,0,0,820,807,820,807,01-Mar-25,36,PRY
MONTHLY_MAX_DEMSAT,HR,SA_DOMESTIC,0,0,149,149,149,149,01-Apr-25,2000,FOC
MONTHLY_MAX_DEMSAT,ZM,OE_DOMESTIC,0,0,208,208,208,208,01-Apr-25,46,EMG
MONTHLY_MAX_DEMSAT,RCS,RE_DOMESTIC,0,0,150,138,150,138,01-Apr-25,49,STP
MONTHLY_MAX_DEMSAT,CRCA,SA_DOMESTIC,0,0,21,13,21,13,01-Apr-25,49,FOC
MONTHLY_MAX_DEMSAT,CRCA,SA_DOMESTIC,0,0,1113,912.5812,1113,912.5812,01-Apr-25,49,STR
MONTHLY_MAX_DEMSAT,PPGI,RE_DOMESTIC,0,0,1673,1647,1673,1647,01-Apr-25,46,EMG
MONTHLY_MAX_DEMSAT,PRB_BLM,MS_DOMESTIC,0,0,346,346,346,346,01-Apr-25,49,STR
MONTHLY_MAX_DEMSAT,HTPRB_BRM,OE_DOMESTIC,0,0,8,8,8,8,01-Apr-25,46,EMG
MONTHLY_MAX_DEMSAT,GI,SA_DOMESTIC,0,0,62,62,62,62,01-May-25,58,STR
MONTHLY_MAX_DEMSAT,HR,MS_DOMESTIC,0,0,2175,2175,2175,2175,01-May-25,58,PRY
MONTHLY_MAX_DEMSAT,CRCA,MS_DOMESTIC,0,0,4122,4100,4122,4100,01-May-25,58,PRY
MONTHLY_MAX_DEMSAT,HRPO,MS_DOMESTIC,0,0,208,208,208,208,01-May-25,58,PRY
MONTHLY_MAX_DEMSAT,HRPO,RE_DOMESTIC,0,0,3575,3550,3575,3550,01-May-25,58,STP
MONTHLY_MAX_DEMSAT,PPGI,MS_DOMESTIC,0,0,18,9,18,9,01-May-25,58,PRY
MONTHLY_MAX_DEMSAT,PRB_BRM,OE_DOMESTIC,0,0,320,320,320,320,01-May-25,58,FOC
MONTHLY_MAX_DEMSAT,WR - AL,MS_DOMESTIC,0,0,2264,2250,2264,2250,01-May-25,58,STR
MONTHLY_MAX_DEMSAT,TIN,OE_DOMESTIC,0,0,423,423,423,423,01-Feb-25,2000,PRY
MONTHLY_MAX_DEMSAT,TIN,OE_DOMESTIC,974,0,0,0,974,0,01-Feb-25,-1,STR
MONTHLY_MAX_DEMSAT,CRCA,OE_DOMESTIC,0,0,336,336,336,336,01-Feb-25,10,FOC
MONTHLY_MAX_DEMSAT,CRCA,RE_DOMESTIC,1600.73,1600.730002,0,0,1600.73,1600.730002,01-Feb-25,4,FOC
MONTHLY_MAX_DEMSAT,CRCA,RE_DOMESTIC,0,0,5682,5671,5682,5671,01-Feb-25,10,STP
MONTHLY_MAX_DEMSAT,HRPO,MS_DOMESTIC,0,0,1800,967.379999,1800,967.379999,01-Feb-25,11,STP
MONTHLY_MAX_DEMSAT,PPGL,RE_DOMESTIC,799.91,799.91,0,0,799.91,799.91,01-Feb-25,2,EMG
MONTHLY_MAX_DEMSAT,HTWRC,RE_DOMESTIC,0,0,16,16,16,16,01-Feb-25,8,PRY
MONTHLY_MAX_DEMSAT,PRB_BLM,OE_DOMESTIC,0,0,1316,1306,1316,1306,01-Feb-25,11,STP
MONTHLY_MAX_DEMSAT,PRB_BRM,RE_DOMESTIC,0,0,174,174,174,174,01-Feb-25,11,EMG
MONTHLY_MAX_DEMSAT,PRB_BRM,RE_DOMESTIC,25.04,0,0,0,25.04,0,01-Feb-25,-1,FOC
MONTHLY_MAX_DEMSAT,GI,MS_DOMESTIC,0,0,896,790,896,790,01-Mar-25,34,EMG
MONTHLY_MAX_DEMSAT,HR,OE_DOMESTIC,0,0,18705,17910,18705,17910,01-Mar-25,36,EMG
MONTHLY_MAX_DEMSAT,TMT,MS_DOMESTIC,0,0,34,34,34,34,01-Mar-25,37,STR
MONTHLY_MAX_DEMSAT,LRPC,DE_DOMESTIC,0,0,13,13,13,13,01-Mar-25,2000,STP
MONTHLY_MAX_DEMSAT,TMT-CF,OE_DOMESTIC,0,0,650,641,650,641,01-Mar-25,37,PRY
MONTHLY_MAX_DEMSAT,PRB_BLM,SA_DOMESTIC,0,0,58,58,58,58,01-Mar-25,2000,PRY
MONTHLY_MAX_DEMSAT,WR - AL,MS_DOMESTIC,0,0,2037,2028,2037,2028,01-Mar-25,36,STR
MONTHLY_MAX_DEMSAT,GI,OE_DOMESTIC,0,0,86,86,86,86,01-Apr-25,2000,STP
MONTHLY_MAX_DEMSAT,TIN,OE_DOMESTIC,0,0,1603,1586,1603,1586,01-Apr-25,2000,EMG
MONTHLY_MAX_DEMSAT,TMT,DE_DOMESTIC,0,0,189,189,189,189,01-Apr-25,50,PRY
MONTHLY_MAX_DEMSAT,NOFP,MS_DOMESTIC,0,0,3073,3060,3073,3060,01-Apr-25,46,STR
MONTHLY_MAX_DEMSAT,PPGI,OE_DOMESTIC,0,0,34,34,34,34,01-Apr-25,2000,FOC
MONTHLY_MAX_DEMSAT,SLAB,OE_DOMESTIC,0,0,520,388,520,388,01-Apr-25,50,STP
MONTHLY_MAX_DEMSAT,PRB_BRM,RE_DOMESTIC,0,0,82,82,82,82,01-Apr-25,49,FOC
MONTHLY_MAX_DEMSAT,WR - AL,SA_DOMESTIC,0,0,52,52,52,52,01-Apr-25,2000,STP
MONTHLY_MAX_DEMSAT,GI,RE_DOMESTIC,0,0,3961,3956,3961,3956,01-May-25,58,FOC
MONTHLY_MAX_DEMSAT,HR,SA_DOMESTIC,0,0,145,145,145,145,01-May-25,2000,FOC
MONTHLY_MAX_DEMSAT,NOSP,OE_DOMESTIC,0,0,2647,2647,2647,2647,01-May-25,58,PRY
MONTHLY_MAX_DEMSAT,PPGL,MS_DOMESTIC,0,0,36,36,36,36,01-May-25,58,FOC
MONTHLY_MAX_DEMSAT,HRCTL,OE_DOMESTIC,0,0,15759,15674.6,15759,15674.6,01-May-25,58,STP
MONTHLY_MAX_DEMSAT,HRCTL,MS_DOMESTIC,0,0,606,606,606,606,01-May-25,58,STR
MONTHLY_MAX_DEMSAT,HTWRC,RE_DOMESTIC,0,0,42,42,42,42,01-May-25,58,PRY
MONTHLY_MAX_DEMSAT,HTWRC,OE_DOMESTIC,0,0,514,514,514,514,01-May-25,58,STR
MONTHLY_MAX_DEMSAT,PRB_BLM,SA_DOMESTIC,0,0,5,5,5,5,01-May-25,58,PRY
MONTHLY_MAX_DEMSAT,GI,MS_DOMESTIC,0,0,1201,1190,1201,1190,01-Feb-25,9,STP
MONTHLY_MAX_DEMSAT,GI,OE_DOMESTIC,9112.32,6940.020026,0,0,9112.32,6940.020026,01-Feb-25,3,STR
MONTHLY_MAX_DEMSAT,GL,MS_DOMESTIC,125,0,0,0,125,0,01-Feb-25,-1,EMG
MONTHLY_MAX_DEMSAT,GL,OE_DOMESTIC,3769.44,3472.619983,0,0,3769.44,3472.619983,01-Feb-25,3,STR
MONTHLY_MAX_DEMSAT,HR,MS_DOMESTIC,609.9,609.900004,0,0,609.9,609.900004,01-Feb-25,5,FOC
MONTHLY_MAX_DEMSAT,HR,OE_DOMESTIC,9513.62,0,0,0,9513.62,0,01-Feb-25,-1,STP
MONTHLY_MAX_DEMSAT,ZM,OE_DOMESTIC,0,0,580,542,580,542,01-Feb-25,8,STR
MONTHLY_MAX_DEMSAT,TFS,OE_DOMESTIC,52,3.02,0,0,52,3.02,01-Feb-25,2500,STP
MONTHLY_MAX_DEMSAT,TMT,OE_DOMESTIC,3.24,3.24,0,0,3.24,3.24,01-Feb-25,6,EMG
MONTHLY_MAX_DEMSAT,CRCA,OE_DOMESTIC,0,0,394,374,394,374,01-Feb-25,10,EMG
MONTHLY_MAX_DEMSAT,CRCA,MS_DOMESTIC,2833.05,2821.329974,0,0,2833.05,2821.329974,01-Feb-25,4,STP
MONTHLY_MAX_DEMSAT,HRPO,RE_DOMESTIC,748.14,0,0,0,748.14,0,01-Feb-25,-1,FOC
MONTHLY_MAX_DEMSAT,HRPO,RE_DOMESTIC,0,0,2299,2113,2299,2113,01-Feb-25,10,STP
MONTHLY_MAX_DEMSAT,HRCTL,SA_DOMESTIC,7020.57,7020.570006,0,0,7020.57,7020.570006,01-Feb-25,2500,STP
MONTHLY_MAX_DEMSAT,HTWRC,MS_DOMESTIC,222.89,0,0,0,222.89,0,01-Feb-25,-1,STR
MONTHLY_MAX_DEMSAT,PRB_BRM,OE_EXPORTS,11.56,11.56,0,0,11.56,11.56,01-Feb-25,2500,STP
MONTHLY_MAX_DEMSAT,GA,SA_DOMESTIC,0,0,2945,2928,2945,2928,01-Mar-25,2000,STR
MONTHLY_MAX_DEMSAT,GI,RE_DOMESTIC,0,0,2416,2416,2416,2416,01-Mar-25,34,EMG
MONTHLY_MAX_DEMSAT,HRGI,RE_DOMESTIC,0,0,135,135,135,135,01-Mar-25,34,EMG
MONTHLY_MAX_DEMSAT,PPGI,OE_DOMESTIC,3209.43,3209.430005,0,0,3209.43,3209.430005,01-Mar-25,21,STP
MONTHLY_MAX_DEMSAT,HRCTL,MS_DOMESTIC,0,0,959,923,959,923,01-Mar-25,37,EMG
MONTHLY_MAX_DEMSAT,HRCTL,OE_DOMESTIC,327.85,0,0,0,327.85,0,01-Mar-25,-1,STP
MONTHLY_MAX_DEMSAT,HTWRC,OE_DOMESTIC,0,0,70,70,70,70,01-Mar-25,33,STP
MONTHLY_MAX_DEMSAT,HTWRC,SA_DOMESTIC,0,0,13,13,13,13,01-Mar-25,2000,STR
MONTHLY_MAX_DEMSAT,GA,SA_DOMESTIC,0,0,14746,14471,14746,14471,01-Apr-25,2000,STP
MONTHLY_MAX_DEMSAT,GL,MS_DOMESTIC,0,0,1138,1130,1138,1130,01-Apr-25,47,PRY
MONTHLY_MAX_DEMSAT,HR,OE_DOMESTIC,0,0,196620,196115,196620,196115,01-Apr-25,49,STP
MONTHLY_MAX_DEMSAT,TMT,RE_DOMESTIC,0,0,14448,14448,14448,14448,01-Apr-25,50,STP
MONTHLY_MAX_DEMSAT,CRCA,MS_DOMESTIC,0,0,5930,5790,5930,5790,01-Apr-25,49,STR
MONTHLY_MAX_DEMSAT,PRB_BRM,RE_DOMESTIC,0,0,48,48,48,48,01-Apr-25,49,STP
MONTHLY_MAX_DEMSAT,BS,OE_DOMESTIC,0,0,40,40,40,40,01-May-25,58,STR
MONTHLY_MAX_DEMSAT,HR,OE_DOMESTIC,0,0,222,222,222,222,01-May-25,2000,STP
MONTHLY_MAX_DEMSAT,ZM,MS_DOMESTIC,0,0,13,13,13,13,01-May-25,58,EMG
MONTHLY_MAX_DEMSAT,ZM,OE_DOMESTIC,0,0,481,472,481,472,01-May-25,58,STR
MONTHLY_MAX_DEMSAT,CRFH,OE_DOMESTIC,0,0,257,257,257,257,01-May-25,58,PRY
MONTHLY_MAX_DEMSAT,HRGI,OE_DOMESTIC,0,0,1869,1869,1869,1869,01-May-25,58,STR
MONTHLY_MAX_DEMSAT,NOFP,OE_DOMESTIC,0,0,14,14,14,14,01-May-25,2000,STP
MONTHLY_MAX_DEMSAT,HTWRC,MS_DOMESTIC,0,0,18,18,18,18,01-May-25,58,STP
MONTHLY_MAX_DEMSAT,GI,MS_DOMESTIC,348,0,0,0,348,0,01-Feb-25,-1,FOC
MONTHLY_MAX_DEMSAT,GI,SA_DOMESTIC,0,0,311,304,311,304,01-Feb-25,2000,STP
MONTHLY_MAX_DEMSAT,HR,OE_DOMESTIC,24619.15,24619.13975,0,0,24619.15,24619.13975,01-Feb-25,5,EMG
MONTHLY_MAX_DEMSAT,HR,SA_DOMESTIC,0,0,116,81,116,81,01-Feb-25,2000,STR
MONTHLY_MAX_DEMSAT,RCS,RE_DOMESTIC,0,0,4,4,4,4,01-Feb-25,11,EMG
MONTHLY_MAX_DEMSAT,TMT,RE_DOMESTIC,33.16,33.16,0,0,33.16,33.16,01-Feb-25,6,STR
MONTHLY_MAX_DEMSAT,CRCA,OE_DOMESTIC,387.25,387.25,0,0,387.25,387.25,01-Feb-25,4,PRY
MONTHLY_MAX_DEMSAT,CRCA,RE_DOMESTIC,899.57,0,0,0,899.57,0,01-Feb-25,-1,STP
MONTHLY_MAX_DEMSAT,PPGL,MS_DOMESTIC,88,0,0,0,88,0,01-Feb-25,-1,PRY
MONTHLY_MAX_DEMSAT,PPGL,RE_DOMESTIC,5454.38,5409.380003,0,0,5454.38,5409.380003,01-Feb-25,2,STP
MONTHLY_MAX_DEMSAT,HRCTL,OE_DOMESTIC,3789.56,3789.559987,0,0,3789.56,3789.559987,01-Feb-25,5,EMG
MONTHLY_MAX_DEMSAT,HRCTL,OE_DOMESTIC,317.84,317.840004,0,0,317.84,317.840004,01-Feb-25,5,FOC
MONTHLY_MAX_DEMSAT,HRCTL,OE_DOMESTIC,0,0,3451,3395,3451,3395,01-Feb-25,11,STR
MONTHLY_MAX_DEMSAT,TMT-CF,OE_DOMESTIC,0,0,5046,5046,5046,5046,01-Feb-25,12,STP
MONTHLY_MAX_DEMSAT,WR - L,MS_DOMESTIC,0,0,3637,3623.999991,3637,3623.999991,01-Feb-25,11,STP
