SIMULATION_NAME,PRODUCT_GRP,SEGMNT,TOTAL_CUST_ORDER,TOT_CUSTORDER_ALLOCATION,TOT_FORCAST_ORDER,TOT_FCSTORDER_ALLOCATION,TOTAL_ORDER,TOTAL_ALLOCATION,MONTH,PRIORITY,UDC_SEGMENT
MONTHLY_MAX_PROFIT,GI,RE_DOMESTIC,1297.7,0,0,0,1297.7,0,01-Feb-25,-1,PRY
MONTHLY_MAX_PROFIT,GI,RE_EXPORTS,505.75,505.75,0,0,505.75,505.75,01-Feb-25,1,STP
MONTHLY_MAX_PROFIT,CRCA,OE_EXPORTS,121.49,121.49,0,0,121.49,121.49,01-Feb-25,1,PRY
MONTHLY_MAX_PROFIT,HRGI,RE_DOMESTIC,497.09,0,0,0,497.09,0,01-Feb-25,-1,PRY
MONTHLY_MAX_PROFIT,HRGI,OE_DOMESTIC,0,0,916,139,916,139,01-Feb-25,15,STR
MONTHLY_MAX_PROFIT,NOFP,MS_DOMESTIC,1226.84,1190.320004,0,0,1226.84,1190.320004,01-Feb-25,2,STR
MONTHLY_MAX_PROFIT,NOSP,MS_DOMESTIC,277.81,277.809997,0,0,277.81,277.809997,01-Feb-25,2,EMG
MONTHLY_MAX_PROFIT,PRB_BLM,RE_DOMESTIC,0,0,297,297,297,297,01-Feb-25,16,EMG
MONTHLY_MAX_PROFIT,PRB_BRM,OE_DOMESTIC,698.72,698.71999,0,0,698.72,698.71999,01-Feb-25,4,PRY
MONTHLY_MAX_PROFIT,PRB_BRM,OE_EXPORTS,11.56,11.56,0,0,11.56,11.56,01-Feb-25,1,STP
MONTHLY_MAX_PROFIT,WR - AL,MS_DOMESTIC,0,0,17,17,17,17,01-Feb-25,16,STP
MONTHLY_MAX_PROFIT,ZM,MS_DOMESTIC,0,0,10,10,10,10,01-Mar-25,33,EMG
MONTHLY_MAX_PROFIT,NOFP,OE_DOMESTIC,0,0,3411,3198,3411,3198,01-Mar-25,33,STR
MONTHLY_MAX_PROFIT,HRCTL,MS_DOMESTIC,0,0,383,383,383,383,01-Mar-25,36,FOC
MONTHLY_MAX_PROFIT,HTWRC,OE_DOMESTIC,0,0,70,70,70,70,01-Mar-25,33,STP
MONTHLY_MAX_PROFIT,TMT-CF,MS_DOMESTIC,0,0,103,103,103,103,01-Mar-25,37,STP
MONTHLY_MAX_PROFIT,WR - L,MS_DOMESTIC,0,0,1836,1836,1836,1836,01-Mar-25,37,PRY
MONTHLY_MAX_PROFIT,PRB_BLM,OE_DOMESTIC,0,0,145,145,145,145,01-Mar-25,35,PRY
MONTHLY_MAX_PROFIT,PRB_BRM,MS_DOMESTIC,0,0,535,535,535,535,01-Mar-25,35,STP
MONTHLY_MAX_PROFIT,PRB_BRM,SA_DOMESTIC,0,0,2246,2162,2246,2162,01-Mar-25,35,STR
MONTHLY_MAX_PROFIT,PRB_BLM,OE_DOMESTIC,0,0,116,116,116,116,01-Apr-25,48,PRY
MONTHLY_MAX_PROFIT,PRB_BRM,SA_DOMESTIC,0,0,226,226,226,226,01-Apr-25,48,FOC
